,City          
11848,Dallas        
11849,Houston       
11850,Los Angeles   
11851,Chicago       
11852,San Francisco 
11853,San Francisco 
11854,Miami         
11855,Atlanta       
11856,Miami         
11857,Seattle       
11858,New York      
11859,Chicago       
11860,Miami         
11861,Atlanta       
11862,Dallas        
11863,Houston       
11864,Houston       
11865,Atlanta       
11866,Dallas        
11867,Chicago       
11868,Seattle       
11869,San Francisco 
11870,San Francisco 
11871,Miami         
11872,New York      
11873,New York      
11874,Seattle       
11875,Houston       
11876,San Francisco 
11877,Dallas        
11878,Seattle       
11879,New York      
11880,Boston        
11881,Dallas        
11882,Miami         
11883,Los Angeles   
11884,Los Angeles   
11885,San Francisco 
11886,Chicago       
11887,Boston        
11888,Seattle       
11889,Seattle       
11890,Chicago       
11891,Houston       
11892,Dallas        
11893,Seattle       
11894,Boston        
11895,New York      
11896,Los Angeles   
11897,Los Angeles   
11898,Los Angeles   
11899,Miami         
11900,San Francisco 
11901,Miami         
11902,Dallas        
11903,Houston       
11904,Los Angeles   
11905,Seattle       
11906,Boston        
11907,Chicago       
11908,Miami         
11909,Seattle       
11910,Chicago       
11911,New York      
11912,Los Angeles   
11913,Houston       
11914,New York      
11915,Boston        
11916,Dallas        
11917,San Francisco 
11918,Houston       
11919,Dallas        
11920,Seattle       
11921,Los Angeles   
11922,New York      
11923,Los Angeles   
11924,Dallas        
11925,Seattle       
11926,San Francisco 
11927,Atlanta       
11928,San Francisco 
11929,Atlanta       
11930,Atlanta       
11931,Boston        
11932,Seattle       
11933,Miami         
11934,Los Angeles   
11935,Miami         
11936,Houston       
11937,Boston        
11938,Houston       
11939,Dallas        
11940,Los Angeles   
11941,Chicago       
11942,Los Angeles   
11943,Dallas        
11944,Boston        
11945,Houston       
11946,Chicago       
11947,Seattle       
11948,New York      
11949,Dallas        
11950,Houston       
11951,San Francisco 
11952,Miami         
11953,Seattle       
11954,Boston        
11955,Boston        
11956,Los Angeles   
11957,Houston       
11958,Atlanta       
11959,New York      
11960,Dallas        
11961,Boston        
11962,Miami         
11963,Dallas        
11964,Houston       
11965,Los Angeles   
11966,Seattle       
11967,Atlanta       
11968,San Francisco 
11969,Houston       
11970,Chicago       
11971,Miami         
11972,Dallas        
11973,Chicago       
11974,Seattle       
11975,Miami         
11976,New York      
11977,Los Angeles   
11978,San Francisco 
11979,Boston        
11980,Boston        
11981,Chicago       
11982,Houston       
11983,Seattle       
11984,Chicago       
11985,Atlanta       
11986,New York      
11987,San Francisco 
11988,Los Angeles   
11989,New York      
11990,San Francisco 
11991,Miami         
11992,New York      
11993,San Francisco 
11994,Dallas        
11995,Houston       
11996,Atlanta       
11997,Dallas        
11998,Boston        
11999,San Francisco 
12000,Los Angeles   
12001,Los Angeles   
12002,Miami         
12003,Atlanta       
12004,Seattle       
12005,Dallas        
12006,Chicago       
12007,Atlanta       
12008,San Francisco 
12009,Miami         
12010,Seattle       
12011,Houston       
12012,Seattle       
12013,Atlanta       
12014,Atlanta       
12015,Houston       
12016,Seattle       
12017,Dallas        
12018,Seattle       
12019,New York      
12020,Boston        
12021,Atlanta       
12022,Miami         
12023,Miami         
12024,Houston       
12025,Atlanta       
12026,Seattle       
12027,New York      
12028,Miami         
12029,Houston       
12030,Los Angeles   
12031,Atlanta       
12032,Dallas        
12033,Chicago       
12034,Dallas        
12035,Dallas        
12036,San Francisco 
12037,Chicago       
12038,Atlanta       
12039,Seattle       
12040,Atlanta       
12041,Los Angeles   
12042,New York      
12043,Atlanta       
12044,Chicago       
12045,Boston        
12046,Miami         
12047,Dallas        
12048,Boston        
12049,San Francisco 
12050,Dallas        
12051,Boston        
12052,Chicago       
12053,Boston        
12054,Seattle       
12055,Miami         
12056,Miami         
12057,New York      
12058,Dallas        
12059,Chicago       
12060,Boston        
12061,Atlanta       
12062,Boston        
12063,Dallas        
12064,Chicago       
12065,New York      
12066,Dallas        
12067,Atlanta       
12068,New York      
12069,San Francisco 
12070,New York      
12071,New York      
12072,Los Angeles   
12073,Dallas        
12074,Chicago       
12075,Seattle       
12076,Chicago       
12077,Miami         
12078,Houston       
12079,Atlanta       
12080,Seattle       
12081,Houston       
12082,Los Angeles   
12083,San Francisco 
12084,San Francisco 
12085,New York      
12086,Seattle       
12087,Los Angeles   
12088,Houston       
12089,Seattle       
12090,Boston        
12091,Los Angeles   
12092,Seattle       
12093,Dallas        
12094,Boston        
12095,Boston        
12096,Boston        
12097,Miami         
12098,Atlanta       
12099,Houston       
12100,Los Angeles   
12101,Chicago       
12102,Houston       
12103,Chicago       
12104,Los Angeles   
12105,Miami         
12106,Houston       
12107,Miami         
12108,Houston       
12109,Chicago       
12110,Seattle       
12111,Dallas        
12112,Atlanta       
12113,Houston       
12114,New York      
12115,Los Angeles   
12116,Dallas        
12117,Miami         
12118,San Francisco 
12119,Miami         
12120,Dallas        
12121,Chicago       
12122,Miami         
12123,Atlanta       
12124,Houston       
12125,Boston        
12126,Boston        
12127,Seattle       
12128,Chicago       
12129,Atlanta       
12130,Los Angeles   
12131,New York      
12132,Miami         
12133,Los Angeles   
12134,San Francisco 
12135,New York      
12136,Seattle       
12137,Los Angeles   
12138,Boston        
12139,New York      
12140,Houston       
12141,Houston       
12142,Houston       
12143,Chicago       
12144,Houston       
12145,Boston        
12146,Seattle       
12147,Miami         
12148,Houston       
12149,Houston       
12150,Atlanta       
12151,Los Angeles   
12152,San Francisco 
12153,New York      
12154,Houston       
12155,Seattle       
12156,Seattle       
12157,San Francisco 
12158,New York      
12159,New York      
12160,Atlanta       
12161,Chicago       
12162,Miami         
12163,Los Angeles   
12164,Seattle       
12165,Houston       
12166,Houston       
12167,Dallas        
12168,Atlanta       
12169,Los Angeles   
12170,Chicago       
12171,Chicago       
12172,Seattle       
12173,Atlanta       
12174,Miami         
12175,Boston        
12176,Los Angeles   
12177,New York      
12178,Atlanta       
12179,Miami         
12180,Seattle       
12181,Houston       
12182,Dallas        
12183,Boston        
12184,Miami         
12185,Seattle       
12186,Miami         
12187,Atlanta       
12188,San Francisco 
12189,Seattle       
12190,Boston        
12191,Seattle       
12192,Seattle       
12193,New York      
12194,Miami         
12195,San Francisco 
12196,Boston        
12197,San Francisco 
12198,Dallas        
12199,Houston       
12200,Houston       
12201,San Francisco 
12202,Miami         
12203,Chicago       
12204,Boston        
12205,Atlanta       
12206,Seattle       
12207,Chicago       
12208,Seattle       
12209,Miami         
12210,San Francisco 
12211,Chicago       
12212,Dallas        
12213,Houston       
12214,Los Angeles   
12215,Atlanta       
12216,San Francisco 
12217,San Francisco 
12218,Atlanta       
12219,Seattle       
12220,Seattle       
12221,Atlanta       
12222,Chicago       
12223,Boston        
12224,Miami         
12225,Chicago       
12226,Dallas        
12227,Houston       
12228,Houston       
12229,New York      
12230,Houston       
12231,Houston       
12232,New York      
12233,Chicago       
12234,New York      
12235,San Francisco 
12236,Seattle       
12237,Houston       
12238,Atlanta       
12239,San Francisco 
12240,San Francisco 
12241,Chicago       
12242,New York      
12243,Houston       
12244,Seattle       
12245,New York      
12246,Boston        
12247,Houston       
12248,Dallas        
12249,Dallas        
12250,Miami         
12251,New York      
12252,New York      
12253,Atlanta       
12254,Los Angeles   
12255,Seattle       
12256,Los Angeles   
12257,Houston       
12258,San Francisco 
12259,Los Angeles   
12260,Los Angeles   
12261,Chicago       
12262,Los Angeles   
12263,Miami         
12264,New York      
12265,Boston        
12266,Atlanta       
12267,Miami         
12268,Houston       
12269,Dallas        
12270,Seattle       
12271,Chicago       
12272,Houston       
12273,Houston       
12274,Boston        
12275,Los Angeles   
12276,Miami         
12277,Seattle       
12278,Houston       
12279,Atlanta       
12280,Seattle       
12281,Miami         
12282,San Francisco 
12283,Houston       
12284,Atlanta       
12285,Seattle       
12286,Chicago       
12287,New York      
12288,Atlanta       
12289,Chicago       
12290,Miami         
12291,Dallas        
12292,Dallas        
12293,Boston        
12294,Los Angeles   
12295,Dallas        
12296,Boston        
12297,Boston        
12298,Atlanta       
12299,Seattle       
12300,Boston        
12301,New York      
12302,Boston        
12303,Boston        
12304,Seattle       
12305,Atlanta       
12306,New York      
12307,Atlanta       
12308,Miami         
12309,Chicago       
12310,Boston        
12311,Atlanta       
12312,Boston        
12313,New York      
12314,Chicago       
12315,Houston       
12316,Seattle       
12317,New York      
12318,Seattle       
12319,San Francisco 
12320,Boston        
12321,Atlanta       
12322,Houston       
12323,Chicago       
12324,Los Angeles   
12325,New York      
12326,San Francisco 
12327,New York      
12328,Seattle       
12329,Dallas        
12330,Seattle       
12331,Dallas        
12332,Houston       
12333,Atlanta       
12334,Chicago       
12335,San Francisco 
12336,Houston       
12337,Dallas        
12338,Los Angeles   
12339,Seattle       
12340,Seattle       
12341,Dallas        
12342,Boston        
12343,Chicago       
12344,Miami         
12345,Atlanta       
12346,Dallas        
12347,Miami         
12348,Los Angeles   
12349,Seattle       
12350,Dallas        
12351,Seattle       
12352,Dallas        
12353,Houston       
12354,New York      
12355,Dallas        
12356,Houston       
12357,Boston        
12358,Atlanta       
12359,Houston       
12360,New York      
12361,New York      
12362,Miami         
12363,Boston        
12364,Dallas        
12365,Houston       
12366,Chicago       
12367,Los Angeles   
12368,Miami         
12369,Atlanta       
12370,Seattle       
12371,Atlanta       
12372,San Francisco 
12373,Los Angeles   
12374,Boston        
12375,San Francisco 
12376,Seattle       
12377,New York      
12378,Seattle       
12379,Chicago       
12380,Chicago       
12381,Los Angeles   
12382,Seattle       
12383,Dallas        
12384,New York      
12385,Atlanta       
12386,Miami         
12387,Dallas        
12388,Dallas        
12389,Seattle       
12390,San Francisco 
12391,Chicago       
12392,San Francisco 
12393,Houston       
12394,Chicago       
12395,New York      
12396,Los Angeles   
12397,San Francisco 
12398,Los Angeles   
12399,San Francisco 
12400,New York      
12401,Houston       
12402,New York      
12403,New York      
12404,Miami         
12405,San Francisco 
12406,Houston       
12407,Atlanta       
12408,Boston        
12409,Seattle       
12410,New York      
12411,Boston        
12412,Chicago       
12413,Boston        
12414,New York      
12415,Atlanta       
12416,Houston       
12417,Atlanta       
12418,New York      
12419,San Francisco 
12420,Miami         
12421,Boston        
12422,Los Angeles   
12423,San Francisco 
12424,Miami         
12425,Houston       
12426,Chicago       
12427,New York      
12428,New York      
12429,San Francisco 
12430,San Francisco 
12431,Houston       
12432,Miami         
12433,Atlanta       
12434,Chicago       
12435,Dallas        
12436,Miami         
12437,Miami         
12438,Boston        
12439,Boston        
12440,Atlanta       
12441,Boston        
12442,San Francisco 
12443,Seattle       
12444,Atlanta       
12445,Miami         
12446,Seattle       
12447,Seattle       
12448,San Francisco 
12449,San Francisco 
12450,New York      
12451,Atlanta       
12452,Chicago       
12453,Los Angeles   
12454,Houston       
12455,Boston        
12456,Chicago       
12457,San Francisco 
12458,Seattle       
12459,Chicago       
12460,New York      
12461,Seattle       
12462,Atlanta       
12463,New York      
12464,Seattle       
12465,Seattle       
12466,Boston        
12467,Atlanta       
12468,Miami         
12469,New York      
12470,New York      
12471,Houston       
12472,Dallas        
12473,Chicago       
12474,Dallas        
12475,Chicago       
12476,Los Angeles   
12477,Seattle       
12478,Houston       
12479,Atlanta       
12480,Houston       
12481,Seattle       
12482,Boston        
12483,Dallas        
12484,Miami         
12485,Seattle       
12486,New York      
12487,Los Angeles   
12488,Chicago       
12489,San Francisco 
12490,Miami         
12491,San Francisco 
12492,San Francisco 
12493,Miami         
12494,Boston        
12495,San Francisco 
12496,San Francisco 
12497,Miami         
12498,New York      
12499,Seattle       
12500,Atlanta       
12501,Miami         
12502,Atlanta       
12503,Seattle       
12504,San Francisco 
12505,Seattle       
12506,Atlanta       
12507,Chicago       
12508,Seattle       
12509,Miami         
12510,Miami         
12511,Atlanta       
12512,Seattle       
12513,San Francisco 
12514,Dallas        
12515,San Francisco 
12516,Miami         
12517,Los Angeles   
12518,Miami         
12519,Dallas        
12520,Chicago       
12521,Seattle       
12522,Los Angeles   
12523,San Francisco 
12524,Dallas        
12525,Los Angeles   
12526,Miami         
12527,Miami         
12528,Miami         
12529,Houston       
12530,Seattle       
12531,Boston        
12532,Boston        
12533,Atlanta       
12534,Miami         
12535,Atlanta       
12536,Atlanta       
12537,Boston        
12538,Chicago       
12539,New York      
12540,Seattle       
12541,Los Angeles   
12542,Seattle       
12543,Miami         
12544,Chicago       
12545,Boston        
12546,San Francisco 
12547,Boston        
12548,Dallas        
12549,New York      
12550,Los Angeles   
12551,Seattle       
12552,Atlanta       
12553,San Francisco 
12554,Houston       
12555,Dallas        
12556,New York      
12557,Los Angeles   
12558,Atlanta       
12559,Chicago       
12560,Boston        
12561,Chicago       
12562,Los Angeles   
12563,Chicago       
12564,Los Angeles   
12565,Dallas        
12566,Miami         
12567,Miami         
12568,Dallas        
12569,Dallas        
12570,Chicago       
12571,Seattle       
12572,Dallas        
12573,Los Angeles   
12574,Atlanta       
12575,Houston       
12576,Miami         
12577,Houston       
12578,Seattle       
12579,New York      
12580,San Francisco 
12581,Los Angeles   
12582,Dallas        
12583,New York      
12584,Atlanta       
12585,Seattle       
12586,Chicago       
12587,New York      
12588,Seattle       
12589,Atlanta       
12590,Houston       
12591,Seattle       
12592,Los Angeles   
12593,New York      
12594,Chicago       
12595,Boston        
12596,Houston       
12597,San Francisco 
12598,Seattle       
12599,Boston        
12600,New York      
12601,Los Angeles   
12602,Seattle       
12603,Boston        
12604,Chicago       
12605,Dallas        
12606,Boston        
12607,New York      
12608,New York      
12609,New York      
12610,Chicago       
12611,Los Angeles   
12612,Atlanta       
12613,Chicago       
12614,Houston       
12615,Chicago       
12616,San Francisco 
12617,Miami         
12618,Chicago       
12619,New York      
12620,Los Angeles   
12621,Miami         
12622,San Francisco 
12623,New York      
12624,Chicago       
12625,Los Angeles   
12626,San Francisco 
12627,Miami         
12628,Dallas        
12629,Los Angeles   
12630,Miami         
12631,Boston        
12632,Boston        
12633,Houston       
12634,Boston        
12635,Miami         
12636,Seattle       
12637,Chicago       
12638,Houston       
12639,Chicago       
12640,Houston       
12641,Houston       
12642,Dallas        
12643,Atlanta       
12644,Los Angeles   
12645,Seattle       
12646,Los Angeles   
12647,Houston       
12648,Dallas        
12649,San Francisco 
12650,San Francisco 
12651,Los Angeles   
12652,Boston        
12653,New York      
12654,Los Angeles   
12655,Miami         
12656,Boston        
12657,San Francisco 
12658,New York      
12659,Seattle       
12660,Miami         
12661,New York      
12662,Boston        
12663,Dallas        
12664,New York      
12665,Atlanta       
12666,Seattle       
12667,Seattle       
12668,Chicago       
12669,Los Angeles   
12670,Miami         
12671,Boston        
12672,Chicago       
12673,Los Angeles   
12674,Boston        
12675,Los Angeles   
12676,New York      
12677,Boston        
12678,Los Angeles   
12679,New York      
12680,Chicago       
12681,Dallas        
12682,Miami         
12683,Miami         
12684,Houston       
12685,Miami         
12686,Boston        
12687,Dallas        
12688,Chicago       
12689,San Francisco 
12690,Chicago       
12691,San Francisco 
12692,Los Angeles   
12693,Los Angeles   
12694,Chicago       
12695,Boston        
12696,Miami         
12697,Dallas        
12698,Boston        
12699,Houston       
12700,Los Angeles   
12701,Atlanta       
12702,New York      
12703,Atlanta       
12704,Dallas        
12705,Los Angeles   
12706,San Francisco 
12707,Atlanta       
12708,New York      
12709,Seattle       
12710,San Francisco 
12711,Miami         
12712,San Francisco 
12713,Boston        
12714,San Francisco 
12715,Miami         
12716,Seattle       
12717,Atlanta       
12718,Houston       
12719,San Francisco 
12720,New York      
12721,Boston        
12722,Houston       
12723,Dallas        
12724,Dallas        
12725,Miami         
12726,Houston       
12727,New York      
12728,Atlanta       
12729,Miami         
12730,Chicago       
12731,Los Angeles   
12732,Dallas        
12733,New York      
12734,Dallas        
12735,Chicago       
12736,Seattle       
12737,San Francisco 
12738,Dallas        
12739,Los Angeles   
12740,Boston        
12741,Chicago       
12742,Miami         
12743,Dallas        
12744,Seattle       
12745,Dallas        
12746,Chicago       
12747,Miami         
12748,Dallas        
12749,Boston        
12750,Los Angeles   
12751,Miami         
12752,New York      
12753,Dallas        
12754,Boston        
12755,New York      
12756,San Francisco 
12757,Dallas        
12758,San Francisco 
12759,Los Angeles   
12760,Boston        
12761,Los Angeles   
12762,Miami         
12763,Atlanta       
12764,Chicago       
12765,Boston        
12766,Dallas        
12767,Dallas        
12768,Seattle       
12769,Seattle       
12770,New York      
12771,Los Angeles   
12772,Atlanta       
12773,Los Angeles   
12774,Dallas        
12775,Dallas        
12776,Atlanta       
12777,Houston       
12778,Chicago       
12779,Dallas        
12780,Boston        
12781,Los Angeles   
12782,Houston       
12783,San Francisco 
12784,Atlanta       
12785,Los Angeles   
12786,Houston       
12787,Los Angeles   
12788,Houston       
12789,Seattle       
12790,New York      
12791,Atlanta       
12792,Atlanta       
12793,Dallas        
12794,New York      
12795,Houston       
12796,Boston        
12797,Seattle       
12798,Chicago       
12799,Dallas        
12800,San Francisco 
12801,Boston        
12802,New York      
12803,San Francisco 
12804,Los Angeles   
12805,Atlanta       
12806,Chicago       
12807,Houston       
12808,Miami         
12809,Atlanta       
12810,New York      
12811,Boston        
12812,San Francisco 
12813,New York      
12814,Miami         
12815,Atlanta       
12816,Seattle       
12817,Atlanta       
12818,Los Angeles   
12819,Los Angeles   
12820,Miami         
12821,Chicago       
12822,Seattle       
12823,San Francisco 
12824,Houston       
12825,Dallas        
12826,Dallas        
12827,Miami         
12828,Chicago       
12829,Chicago       
12830,Miami         
12831,New York      
12832,Atlanta       
12833,Chicago       
12834,Dallas        
12835,Boston        
12836,Atlanta       
12837,Boston        
12838,Los Angeles   
12839,Houston       
12840,Miami         
12841,Dallas        
12842,Dallas        
12843,Seattle       
12844,Atlanta       
12845,Los Angeles   
12846,Seattle       
12847,Chicago       
12848,Boston        
12849,Houston       
12850,Chicago       
12851,Los Angeles   
12852,Houston       
12853,New York      
12854,Chicago       
12855,Chicago       
12856,Chicago       
12857,Seattle       
12858,New York      
12859,Atlanta       
12860,Seattle       
12861,Chicago       
12862,Los Angeles   
12863,Boston        
12864,Houston       
12865,Atlanta       
12866,Chicago       
12867,Boston        
12868,Boston        
12869,Miami         
12870,Los Angeles   
12871,Atlanta       
12872,Chicago       
12873,New York      
12874,Dallas        
12875,Boston        
12876,New York      
12877,Boston        
12878,Chicago       
12879,Dallas        
12880,Dallas        
12881,Los Angeles   
12882,Houston       
12883,Boston        
12884,Chicago       
12885,Chicago       
12886,Boston        
12887,Chicago       
12888,Chicago       
12889,Los Angeles   
12890,Atlanta       
12891,Miami         
12892,Chicago       
12893,New York      
12894,Houston       
12895,Atlanta       
12896,Los Angeles   
12897,San Francisco 
12898,Miami         
12899,Los Angeles   
12900,San Francisco 
12901,San Francisco 
12902,Boston        
12903,San Francisco 
12904,Miami         
12905,Houston       
12906,Dallas        
12907,Los Angeles   
12908,Chicago       
12909,Dallas        
12910,Seattle       
12911,Atlanta       
12912,Boston        
12913,Chicago       
12914,New York      
12915,Dallas        
12916,Seattle       
12917,Seattle       
12918,Atlanta       
12919,Houston       
12920,New York      
12921,Houston       
12922,Miami         
12923,San Francisco 
12924,Seattle       
12925,New York      
12926,Miami         
12927,Miami         
12928,Miami         
12929,New York      
12930,San Francisco 
12931,Chicago       
12932,Atlanta       
12933,Dallas        
12934,San Francisco 
12935,Seattle       
12936,Chicago       
12937,San Francisco 
12938,San Francisco 
12939,Dallas        
12940,Seattle       
12941,Seattle       
12942,New York      
12943,Houston       
12944,New York      
12945,Atlanta       
12946,Los Angeles   
12947,Atlanta       
12948,Los Angeles   
12949,Chicago       
12950,Miami         
12951,Boston        
12952,Chicago       
12953,Boston        
12954,Boston        
12955,Atlanta       
12956,Atlanta       
12957,Los Angeles   
12958,Boston        
12959,Seattle       
12960,San Francisco 
12961,Atlanta       
12962,Los Angeles   
12963,Miami         
12964,San Francisco 
12965,Los Angeles   
12966,San Francisco 
12967,Seattle       
12968,Seattle       
12969,New York      
12970,San Francisco 
12971,Los Angeles   
12972,Atlanta       
12973,Miami         
12974,Chicago       
12975,Boston        
12976,New York      
12977,Miami         
12978,New York      
12979,Boston        
12980,New York      
12981,Atlanta       
12982,Houston       
12983,San Francisco 
12984,Chicago       
12985,New York      
12986,Houston       
12987,Atlanta       
12988,Dallas        
12989,New York      
12990,Atlanta       
12991,Dallas        
12992,Seattle       
12993,Dallas        
12994,Miami         
12995,Boston        
12996,Houston       
12997,Atlanta       
12998,Miami         
12999,Dallas        
13000,Atlanta       
13001,Miami         
13002,Dallas        
13003,New York      
13004,Seattle       
13005,Los Angeles   
13006,Boston        
13007,Seattle       
13008,Miami         
13009,New York      
13010,Chicago       
13011,San Francisco 
13012,Atlanta       
13013,San Francisco 
13014,Boston        
13015,Dallas        
13016,New York      
13017,Los Angeles   
13018,Dallas        
13019,Atlanta       
13020,Miami         
13021,Houston       
13022,Houston       
13023,Dallas        
13024,Dallas        
13025,Dallas        
13026,Los Angeles   
13027,Dallas        
13028,Miami         
13029,Boston        
13030,Miami         
13031,Chicago       
13032,Dallas        
13033,New York      
13034,Chicago       
13035,San Francisco 
13036,Boston        
13037,Atlanta       
13038,New York      
13039,Los Angeles   
13040,Los Angeles   
13041,Atlanta       
13042,Atlanta       
13043,Atlanta       
13044,Seattle       
13045,Seattle       
13046,Atlanta       
13047,Houston       
13048,San Francisco 
13049,Chicago       
13050,Houston       
13051,Atlanta       
13052,Miami         
13053,Seattle       
13054,Miami         
13055,New York      
13056,Atlanta       
13057,Miami         
13058,Boston        
13059,Seattle       
13060,Atlanta       
13061,Miami         
13062,New York      
13063,Boston        
13064,Boston        
13065,Boston        
13066,Chicago       
13067,San Francisco 
13068,Miami         
13069,Seattle       
13070,New York      
13071,Miami         
13072,Seattle       
13073,Chicago       
13074,Chicago       
13075,San Francisco 
13076,New York      
13077,Boston        
13078,Dallas        
13079,Chicago       
13080,Boston        
13081,Chicago       
13082,Dallas        
13083,New York      
13084,Houston       
13085,Boston        
13086,Seattle       
13087,Atlanta       
13088,Atlanta       
13089,Boston        
13090,Atlanta       
13091,San Francisco 
13092,Boston        
13093,Los Angeles   
13094,Houston       
13095,Dallas        
13096,Boston        
13097,Los Angeles   
13098,New York      
13099,San Francisco 
13100,Dallas        
13101,Atlanta       
13102,Atlanta       
13103,Houston       
13104,Houston       
13105,San Francisco 
13106,Houston       
13107,Seattle       
13108,New York      
13109,Los Angeles   
13110,Boston        
13111,Houston       
13112,Dallas        
13113,Los Angeles   
13114,Miami         
13115,San Francisco 
13116,Seattle       
13117,Dallas        
13118,Miami         
13119,Chicago       
13120,Atlanta       
13121,New York      
13122,Dallas        
13123,Dallas        
13124,Los Angeles   
13125,Boston        
13126,San Francisco 
13127,San Francisco 
13128,Boston        
13129,Chicago       
13130,San Francisco 
13131,Los Angeles   
13132,Miami         
13133,New York      
13134,Los Angeles   
13135,Boston        
13136,Chicago       
13137,Dallas        
13138,San Francisco 
13139,Atlanta       
13140,Dallas        
13141,Miami         
13142,Houston       
13143,Houston       
13144,Seattle       
13145,Boston        
13146,Chicago       
13147,Los Angeles   
13148,Dallas        
13149,Miami         
13150,Dallas        
13151,Houston       
13152,Houston       
13153,San Francisco 
13154,New York      
13155,Chicago       
13156,Miami         
13157,Miami         
13158,Dallas        
13159,Atlanta       
13160,Houston       
13161,Dallas        
13162,Houston       
13163,Chicago       
13164,New York      
13165,New York      
13166,Chicago       
13167,Miami         
13168,Boston        
13169,Seattle       
13170,Los Angeles   
13171,Seattle       
13172,Chicago       
13173,Chicago       
13174,Chicago       
13175,Dallas        
13176,Seattle       
13177,Los Angeles   
13178,Miami         
13179,Dallas        
13180,Chicago       
13181,Miami         
13182,Chicago       
13183,San Francisco 
13184,Seattle       
13185,Chicago       
13186,Atlanta       
13187,Miami         
13188,San Francisco 
13189,Los Angeles   
13190,Miami         
13191,Atlanta       
13192,Atlanta       
13193,Seattle       
13194,Miami         
13195,Miami         
13196,Chicago       
13197,Chicago       
13198,Miami         
13199,Atlanta       
13200,Los Angeles   
13201,Miami         
13202,Dallas        
13203,Chicago       
13204,Boston        
13205,Chicago       
13206,Houston       
13207,Dallas        
13208,New York      
13209,Chicago       
13210,Los Angeles   
13211,Los Angeles   
13212,New York      
13213,Boston        
13214,Atlanta       
13215,Dallas        
13216,San Francisco 
13217,Los Angeles   
13218,Miami         
13219,Chicago       
13220,Chicago       
13221,Dallas        
13222,Chicago       
13223,Seattle       
13224,Los Angeles   
13225,Boston        
13226,Seattle       
13227,San Francisco 
13228,Houston       
13229,Dallas        
13230,Los Angeles   
13231,Atlanta       
13232,Boston        
13233,Atlanta       
13234,San Francisco 
13235,Seattle       
13236,Dallas        
13237,Los Angeles   
13238,New York      
13239,Miami         
13240,Miami         
13241,Boston        
13242,San Francisco 
13243,New York      
13244,Miami         
13245,Houston       
13246,Los Angeles   
13247,Dallas        
13248,Dallas        
13249,Dallas        
13250,Miami         
13251,Boston        
13252,Chicago       
13253,Miami         
13254,Chicago       
13255,Seattle       
13256,Seattle       
13257,Los Angeles   
13258,Chicago       
13259,San Francisco 
13260,Chicago       
13261,Los Angeles   
13262,Los Angeles   
13263,Los Angeles   
13264,New York      
13265,Seattle       
13266,Chicago       
13267,San Francisco 
13268,Atlanta       
13269,Boston        
13270,New York      
13271,San Francisco 
13272,Los Angeles   
13273,Boston        
13274,Seattle       
13275,Miami         
13276,Chicago       
13277,Miami         
13278,San Francisco 
13279,Boston        
13280,New York      
13281,Los Angeles   
13282,Houston       
13283,Los Angeles   
13284,Boston        
13285,Houston       
13286,Houston       
13287,Chicago       
13288,Atlanta       
13289,Seattle       
13290,Seattle       
13291,Chicago       
13292,Chicago       
13293,Los Angeles   
13294,San Francisco 
13295,San Francisco 
13296,Atlanta       
13297,Dallas        
13298,Boston        
13299,San Francisco 
13300,Chicago       
13301,New York      
13302,Atlanta       
13303,Dallas        
13304,San Francisco 
13305,Los Angeles   
13306,Los Angeles   
13307,Dallas        
13308,Dallas        
13309,Seattle       
13310,Miami         
13311,Chicago       
13312,Houston       
13313,San Francisco 
13314,Boston        
13315,Los Angeles   
13316,Chicago       
13317,Houston       
13318,Los Angeles   
13319,Los Angeles   
13320,San Francisco 
13321,Houston       
13322,Los Angeles   
13323,Boston        
13324,Chicago       
13325,Seattle       
13326,Los Angeles   
13327,Boston        
13328,Atlanta       
13329,New York      
13330,Seattle       
13331,Chicago       
13332,Seattle       
13333,Chicago       
13334,Chicago       
13335,Boston        
13336,New York      
13337,Dallas        
13338,Miami         
13339,Chicago       
13340,New York      
13341,Boston        
13342,Dallas        
13343,Boston        
13344,Seattle       
13345,New York      
13346,Los Angeles   
13347,Houston       
13348,Chicago       
13349,Dallas        
13350,Houston       
13351,New York      
13352,Seattle       
13353,Boston        
13354,San Francisco 
13355,Chicago       
13356,Boston        
13357,Dallas        
13358,Dallas        
13359,Seattle       
13360,Houston       
13361,Boston        
13362,Atlanta       
13363,Boston        
13364,Seattle       
13365,Atlanta       
13366,Chicago       
13367,Boston        
13368,Houston       
13369,Miami         
13370,Atlanta       
13371,Seattle       
13372,Los Angeles   
13373,Atlanta       
13374,New York      
13375,San Francisco 
13376,San Francisco 
13377,Atlanta       
13378,San Francisco 
13379,Chicago       
13380,Seattle       
13381,Seattle       
13382,Boston        
13383,Atlanta       
13384,Atlanta       
13385,Seattle       
13386,San Francisco 
13387,Miami         
13388,New York      
13389,New York      
13390,Chicago       
13391,Miami         
13392,Atlanta       
13393,San Francisco 
13394,Los Angeles   
13395,Chicago       
13396,Atlanta       
13397,Houston       
13398,Seattle       
13399,Houston       
13400,Atlanta       
13401,Miami         
13402,Atlanta       
13403,Boston        
13404,Los Angeles   
13405,New York      
13406,Seattle       
13407,Miami         
13408,Boston        
13409,Chicago       
13410,Los Angeles   
13411,New York      
13412,Atlanta       
13413,Houston       
13414,Atlanta       
13415,Chicago       
13416,Dallas        
13417,Dallas        
13418,Boston        
13419,Miami         
